Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P78417|GSTO1_HUMAN	P78417	GSTO1_HUMAN	GSTO1	241	Homo sapiens OX=9606	Glutathione S-transferase omega-1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0	11C(57.0214), 4C(57.0214)		
sp|P78527|PRKDC_HUMAN	P78527	PRKDC_HUMAN	PRKDC	4128	Homo sapiens OX=9606	DNA-dependent protein kinase catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	103	102	103	117	116	117	     0	     0	     0	10C(57.0214), 12M(15.9949), 16C(57.0214), 17C(57.0214), 18C(57.0214), 1C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P78536|ADA17_HUMAN	P78536	ADA17_HUMAN	ADAM17	824	Homo sapiens OX=9606	Disintegrin and metalloproteinase domain-containing protein 17 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0	4C(57.0214)		
sp|P80217|IN35_HUMAN	P80217	IN35_HUMAN	IFI35	286	Homo sapiens OX=9606	Interferon-induced 35 kDa protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	2C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|P80303|NUCB2_HUMAN	P80303	NUCB2_HUMAN	NUCB2	420	Homo sapiens OX=9606	Nucleobindin-2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|P80723|BASP1_HUMAN	P80723	BASP1_HUMAN	BASP1	227	Homo sapiens OX=9606	Brain acid soluble protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	14	14	14	     0	     0	     0			
sp|P82650|RT22_HUMAN	P82650	RT22_HUMAN	MRPS22	360	Homo sapiens OX=9606	28S ribosomal protein S22, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	     0	     0	     0	2M(15.9949)		
sp|P82663|RT25_HUMAN	P82663	RT25_HUMAN	MRPS25	173	Homo sapiens OX=9606	28S ribosomal protein S25, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	12C(57.0214), 2C(57.0214), 4C(57.0214)		
sp|P82673|RT35_HUMAN	P82673	RT35_HUMAN	MRPS35	323	Homo sapiens OX=9606	28S ribosomal protein S35, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|P82675|RT05_HUMAN	P82675	RT05_HUMAN	MRPS5	430	Homo sapiens OX=9606	28S ribosomal protein S5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|P82909|KGD4_HUMAN	P82909	KGD4_HUMAN	MRPS36	103	Homo sapiens OX=9606	Alpha-ketoglutarate dehydrogenase component 4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0			
sp|P82914|RT15_HUMAN	P82914	RT15_HUMAN	MRPS15	257	Homo sapiens OX=9606	28S ribosomal protein S15, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|P82930|RT34_HUMAN	P82930	RT34_HUMAN	MRPS34	218	Homo sapiens OX=9606	28S ribosomal protein S34, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	7	7	7	7	7	7	     0	     0	     0			
sp|P82933|RT09_HUMAN	P82933	RT09_HUMAN	MRPS9	396	Homo sapiens OX=9606	28S ribosomal protein S9, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	5C(57.0214), 6C(57.0214), 8C(57.0214)		
sp|P82979|SARNP_HUMAN	P82979	SARNP_HUMAN	SARNP	210	Homo sapiens OX=9606	SAP domain-containing ribonucleoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0	8C(57.0214), N-term(42.0106)		
sp|P83111|LACTB_HUMAN	P83111	LACTB_HUMAN	LACTB	547	Homo sapiens OX=9606	Serine beta-lactamase-like protein LACTB, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0			
sp|P83731|RL24_HUMAN	P83731	RL24_HUMAN	RPL24	157	Homo sapiens OX=9606	60S ribosomal protein L24 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0	11M(15.9949), 1C(57.0214), 4C(57.0214), 6C(57.0214)		
sp|P83881|RL36A_HUMAN	P83881	RL36A_HUMAN	RPL36A	106	Homo sapiens OX=9606	60S ribosomal protein L36a 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	5	8	4	8	     0	     0	     0	12C(57.0214), 1C(57.0214), 3C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|P83916|CBX1_HUMAN	P83916	CBX1_HUMAN	CBX1	185	Homo sapiens OX=9606	Chromobox protein homolog 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	12	7	12	     0	     0	     0	12M(15.9949), 15M(15.9949), 1C(57.0214)		
sp|P84022|SMAD3_HUMAN	P84022	SMAD3_HUMAN	SMAD3	425	Homo sapiens OX=9606	Mothers against decapentaplegic homolog 3 	1:Experimental evidence at protein level	1.0000	0.9990	10	5	10	12	6	12	     0	     0	     0	2C(57.0214), 4C(57.0214), 5C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|P84090|ERH_HUMAN	P84090	ERH_HUMAN	ERH	104	Homo sapiens OX=9606	Enhancer of rudimentary homolog 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	10	10	10	     0	     0	     0	11C(57.0214), 12M(15.9949), 16C(57.0214), N-term(42.0106)		
sp|P84095|RHOG_HUMAN	P84095	RHOG_HUMAN	RHOG	191	Homo sapiens OX=9606	Rho-related GTP-binding protein RhoG 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0	4C(57.0214)		
sp|P84098|RL19_HUMAN	P84098	RL19_HUMAN	RPL19	196	Homo sapiens OX=9606	60S ribosomal protein L19 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	13	13	13	     0	     0	     0			
sp|P84101|SERF2_HUMAN	P84101	SERF2_HUMAN	SERF2	59	Homo sapiens OX=9606	Small EDRK-rich factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|P84103|SRSF3_HUMAN	P84103	SRSF3_HUMAN	SRSF3	164	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 3 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	10	10	10	     0	     0	     0	10C(57.0214), 3C(57.0214), 6C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|P85037|FOXK1_HUMAN	P85037	FOXK1_HUMAN	FOXK1	733	Homo sapiens OX=9606	Forkhead box protein K1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|P86790|CCZ1B_HUMAN	P86790	CCZ1B_HUMAN	CCZ1B	482	Homo sapiens OX=9606	Vacuolar fusion protein CCZ1 homolog B 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	4	0	4	     0	     0	     0	5C(57.0214), N-term(42.0106)		sp|P86791|CCZ1_HUMAN
sp|P98088|MUC5A_HUMAN	P98088	MUC5A_HUMAN	MUC5AC	5654	Homo sapiens OX=9606	Mucin-5AC 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	13	13	     0	     0	     0	1C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P98170|XIAP_HUMAN	P98170	XIAP_HUMAN	XIAP	497	Homo sapiens OX=9606	E3 ubiquitin-protein ligase XIAP 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P98175|RBM10_HUMAN	P98175	RBM10_HUMAN	RBM10	930	Homo sapiens OX=9606	RNA-binding protein 10 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0	1C(57.0214), 7C(57.0214)		
sp|P98179|RBM3_HUMAN	P98179	RBM3_HUMAN	RBM3	157	Homo sapiens OX=9606	RNA-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	10	10	10	     0	     0	     0	17M(15.9949), 2M(15.9949)		
sp|P98194|AT2C1_HUMAN	P98194	AT2C1_HUMAN	ATP2C1	919	Homo sapiens OX=9606	Calcium-transporting ATPase type 2C member 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|P99999|CYC_HUMAN	P99999	CYC_HUMAN	CYCS	105	Homo sapiens	Cytochrome c 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	7	8	6	8	     0	     0	     0	1M(15.9949)		
sp|Q00059|TFAM_HUMAN	Q00059	TFAM_HUMAN	TFAM	246	Homo sapiens OX=9606	Transcription factor A, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	11	11	11	     0	     0	     0			
sp|Q00169|PIPNA_HUMAN	Q00169	PIPNA_HUMAN	PITPNA	270	Homo sapiens OX=9606	Phosphatidylinositol transfer protein alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q00325|MPCP_HUMAN	Q00325	MPCP_HUMAN	SLC25A3	362	Homo sapiens OX=9606	Phosphate carrier protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0	15C(57.0214)		
sp|Q00341|VIGLN_HUMAN	Q00341	VIGLN_HUMAN	HDLBP	1268	Homo sapiens OX=9606	Vigilin 	1:Experimental evidence at protein level	1.0000	0.9990	24	23	24	29	28	29	     0	     0	     0	2C(57.0214), N-term(42.0106)		
sp|Q00534|CDK6_HUMAN	Q00534	CDK6_HUMAN	CDK6	326	Homo sapiens OX=9606	Cyclin-dependent kinase 6 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	7C(57.0214), N-term(42.0106)		
sp|Q00535|CDK5_HUMAN	Q00535	CDK5_HUMAN	CDK5	292	Homo sapiens OX=9606	Cyclin-dependent kinase 5 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q00577|PURA_HUMAN	Q00577	PURA_HUMAN	PURA	322	Homo sapiens OX=9606	Transcriptional activator protein Pur-alpha 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
sp|Q00610|CLH1_HUMAN	Q00610	CLH1_HUMAN	CLTC	1675	Homo sapiens OX=9606	Clathrin heavy chain 1 	1:Experimental evidence at protein level	1.0000	0.9990	54	37	54	70	48	70	     0	     0	     0	10C(57.0214), 10M(15.9949), 11C(57.0214), 1C(57.0214), 2M(15.9949), 3C(57.0214), 4C(57.0214), 5C(57.0214), 5M(15.9949), 6C(57.0214), 7C(57.0214), 9C(57.0214), 9M(15.9949), N-term(42.0106)		
sp|Q00613|HSF1_HUMAN	Q00613	HSF1_HUMAN	HSF1	529	Homo sapiens OX=9606	Heat shock factor protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	N-term(42.0106)		
sp|Q00653|NFKB2_HUMAN	Q00653	NFKB2_HUMAN	NFKB2	900	Homo sapiens OX=9606	Nuclear factor NF-kappa-B p100 subunit 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	2C(57.0214), 8C(57.0214)		
sp|Q00688|FKBP3_HUMAN	Q00688	FKBP3_HUMAN	FKBP3	224	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP3 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0	9M(15.9949)		
sp|Q00765|REEP5_HUMAN	Q00765	REEP5_HUMAN	REEP5	189	Homo sapiens OX=9606	Receptor expression-enhancing protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	2C(57.0214)		
sp|Q00796|DHSO_HUMAN	Q00796	DHSO_HUMAN	SORD	357	Homo sapiens OX=9606	Sorbitol dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	11	11	11	     0	     0	     0	6C(57.0214), N-term(42.0106)		
sp|Q00839|HNRPU_HUMAN	Q00839	HNRPU_HUMAN	HNRNPU	825	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein U 	1:Experimental evidence at protein level	1.0000	0.9990	34	33	34	50	49	50	     0	     0	     0	10M(15.9949), 16M(15.9949), 1M(15.9949), 2C(57.0214), 2M(15.9949), 3C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7M(15.9949), 8C(57.0214)		
sp|Q01081|U2AF1_HUMAN	Q01081	U2AF1_HUMAN	U2AF1	240	Homo sapiens OX=9606	Splicing factor U2AF 35 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	5	9	5	9	     0	     0	     0	4M(15.9949), 7C(57.0214), N-term(42.0106)		
sp|Q01082|SPTB2_HUMAN	Q01082	SPTB2_HUMAN	SPTBN1	2364	Homo sapiens OX=9606	Spectrin beta chain, non-erythrocytic 1 	1:Experimental evidence at protein level	1.0000	0.9990	91	83	91	120	111	120	     0	     0	     0	10C(57.0214), 10M(15.9949), 11C(57.0214), 11M(15.9949), 15M(15.9949), 18M(15.9949), 1M(15.9949), 3C(57.0214), 3M(15.9949), 4C(57.0214), 7C(57.0214), 7M(15.9949), 8M(15.9949), 9M(15.9949)		
sp|Q01085|TIAR_HUMAN	Q01085	TIAR_HUMAN	TIAL1	375	Homo sapiens OX=9606	Nucleolysin TIAR 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	2C(57.0214), 6C(57.0214)		
sp|Q01105|SET_HUMAN	Q01105	SET_HUMAN	SET	290	Homo sapiens OX=9606	Protein SET 	1:Experimental evidence at protein level	1.0000	0.9990	8	4	8	10	5	10	     0	     0	     0			
sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	9	8	9	     0	     0	     0	12M(15.9949), 6M(15.9949), 9M(15.9949), N-term(42.0106)		
sp|Q01167|FOXK2_HUMAN	Q01167	FOXK2_HUMAN	FOXK2	660	Homo sapiens OX=9606	Forkhead box protein K2 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	6	6	4	6	     0	     0	     0			
sp|Q01433|AMPD2_HUMAN	Q01433	AMPD2_HUMAN	AMPD2	879	Homo sapiens OX=9606	AMP deaminase 2 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0	8C(57.0214)		
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens OX=9606	Fatty acid-binding protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	17	14	17	24	21	24	     0	     0	     0	10C(57.0214), 12C(57.0214), 13C(57.0214), 14C(57.0214), 15C(57.0214), 1M(15.9949), 4M(15.9949), 5C(57.0214), 6C(57.0214), 7M(15.9949), 8C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|Q01518|CAP1_HUMAN	Q01518	CAP1_HUMAN	CAP1	475	Homo sapiens OX=9606	Adenylyl cyclase-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	18	17	18	24	23	24	     0	     0	     0	10M(15.9949), 11C(57.0214), 12C(57.0214), 1C(57.0214), 2M(15.9949), 3M(15.9949), 5C(57.0214), 7M(15.9949), 9C(57.0214), N-term(42.0106)		
sp|Q01581|HMCS1_HUMAN	Q01581	HMCS1_HUMAN	HMGCS1	520	Homo sapiens OX=9606	Hydroxymethylglutaryl-CoA synthase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	13	12	13	22	21	22	     0	     0	     0	11C(57.0214), 12M(15.9949), 19C(57.0214), 1C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|Q01650|LAT1_HUMAN	Q01650	LAT1_HUMAN	SLC7A5	507	Homo sapiens OX=9606	Large neutral amino acids transporter small subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	6	5	6	     0	     0	     0			
sp|Q01658|NC2B_HUMAN	Q01658	NC2B_HUMAN	DR1	176	Homo sapiens OX=9606	Protein Dr1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q01780|EXOSX_HUMAN	Q01780	EXOSX_HUMAN	EXOSC10	885	Homo sapiens OX=9606	Exosome component 10 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	12	12	     0	     0	     0	9C(57.0214)		
sp|Q01813|PFKAP_HUMAN	Q01813	PFKAP_HUMAN	PFKP	784	Homo sapiens OX=9606	ATP-dependent 6-phosphofructokinase, platelet type 	1:Experimental evidence at protein level	1.0000	0.9990	36	32	36	47	43	47	     0	     0	     0	17M(15.9949), 1M(15.9949), 3C(57.0214), 6C(57.0214), 6M(15.9949), 8C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|Q01831|XPC_HUMAN	Q01831	XPC_HUMAN	XPC	940	Homo sapiens OX=9606	DNA repair protein complementing XP-C cells 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q01844|EWS_HUMAN	Q01844	EWS_HUMAN	EWSR1	656	Homo sapiens OX=9606	RNA-binding protein EWS 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0	11C(57.0214), 6C(57.0214)		
sp|Q01968|OCRL_HUMAN	Q01968	OCRL_HUMAN	OCRL	901	Homo sapiens OX=9606	Inositol polyphosphate 5-phosphatase OCRL 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	7C(57.0214)		
sp|Q02040|AK17A_HUMAN	Q02040	AK17A_HUMAN	AKAP17A	695	Homo sapiens OX=9606	A-kinase anchor protein 17A 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0	5C(57.0214)		
sp|Q02127|PYRD_HUMAN	Q02127	PYRD_HUMAN	DHODH	395	Homo sapiens OX=9606	Dihydroorotate dehydrogenase (quinone), mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q02218|ODO1_HUMAN	Q02218	ODO1_HUMAN	OGDH	1023	Homo sapiens OX=9606	2-oxoglutarate dehydrogenase complex component E1 	1:Experimental evidence at protein level	1.0000	0.9990	12	11	12	15	14	15	     0	     0	     0	21C(57.0214), 2C(57.0214), 4C(57.0214), 6C(57.0214), 8C(57.0214)		
sp|Q02241|KIF23_HUMAN	Q02241	KIF23_HUMAN	KIF23	960	Homo sapiens OX=9606	Kinesin-like protein KIF23 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	16	16	16	     0	     0	     0	2C(57.0214)		
sp|Q02252|MMSA_HUMAN	Q02252	MMSA_HUMAN	ALDH6A1	535	Homo sapiens OX=9606	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	10C(57.0214)		
sp|Q02297|NRG1_HUMAN	Q02297	NRG1_HUMAN	NRG1	640	Homo sapiens OX=9606	Pro-neuregulin-1, membrane-bound isoform 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	11C(57.0214), 1C(57.0214)		
sp|Q02543|RL18A_HUMAN	Q02543	RL18A_HUMAN	RPL18A	176	Homo sapiens OX=9606	60S ribosomal protein L18a 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	13	13	13	     0	     0	     0	11C(57.0214), 14C(57.0214), 1C(57.0214), 8C(57.0214)		
sp|Q02750|MP2K1_HUMAN	Q02750	MP2K1_HUMAN	MAP2K1	393	Homo sapiens OX=9606	Dual specificity mitogen-activated protein kinase kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	6	9	9	6	9	     0	     0	     0			
sp|Q02790|FKBP4_HUMAN	Q02790	FKBP4_HUMAN	FKBP4	459	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP4 	1:Experimental evidence at protein level	1.0000	0.9990	27	27	27	32	32	32	     0	     0	     0	10C(57.0214), 11C(57.0214), 14M(15.9949), 5C(57.0214), 6C(57.0214), 7M(15.9949), 9C(57.0214), 9M(15.9949)		
sp|Q02809|PLOD1_HUMAN	Q02809	PLOD1_HUMAN	PLOD1	727	Homo sapiens OX=9606	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	8	9	8	9	     0	     0	     0	7C(57.0214)		
sp|Q02818|NUCB1_HUMAN	Q02818	NUCB1_HUMAN	NUCB1	461	Homo sapiens OX=9606	Nucleobindin-1 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	15	15	15	     0	     0	     0			
sp|Q02878|RL6_HUMAN	Q02878	RL6_HUMAN	RPL6	288	Homo sapiens OX=9606	60S ribosomal protein L6 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	20	20	20	     0	     0	     0	N-term(42.0106)		
sp|Q02880|TOP2B_HUMAN	Q02880	TOP2B_HUMAN	TOP2B	1626	Homo sapiens OX=9606	DNA topoisomerase 2-beta 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	16	16	16	     0	     0	     0	7C(57.0214), 8C(57.0214)		
sp|Q02952|AKA12_HUMAN	Q02952	AKA12_HUMAN	AKAP12	1782	Homo sapiens OX=9606	A-kinase anchor protein 12 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	13	13	13	     0	     0	     0	10C(57.0214), 23C(57.0214), 5C(57.0214)		
sp|Q02978|M2OM_HUMAN	Q02978	M2OM_HUMAN	SLC25A11	314	Homo sapiens OX=9606	Mitochondrial 2-oxoglutarate/malate carrier protein 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0			
sp|Q03001|DYST_HUMAN	Q03001	DYST_HUMAN	DST	7570	Homo sapiens OX=9606	Dystonin 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q03135|CAV1_HUMAN	Q03135	CAV1_HUMAN	CAV1	178	Homo sapiens OX=9606	Caveolin-1 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	7	6	7	     0	     0	     0			
sp|Q03169|TNAP2_HUMAN	Q03169	TNAP2_HUMAN	TNFAIP2	654	Homo sapiens OX=9606	Tumor necrosis factor alpha-induced protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	9	9	     0	     0	     0	N-term(42.0106)		
sp|Q03252|LMNB2_HUMAN	Q03252	LMNB2_HUMAN	LMNB2	620	Homo sapiens OX=9606	Lamin-B2 	1:Experimental evidence at protein level	1.0000	0.9990	32	28	32	37	33	37	     0	     0	     0	1C(57.0214)		
sp|Q03426|KIME_HUMAN	Q03426	KIME_HUMAN	MVK	396	Homo sapiens OX=9606	Mevalonate kinase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	9C(57.0214)		
sp|Q03701|CEBPZ_HUMAN	Q03701	CEBPZ_HUMAN	CEBPZ	1054	Homo sapiens OX=9606	CCAAT/enhancer-binding protein zeta 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q04206|TF65_HUMAN	Q04206	TF65_HUMAN	RELA	551	Homo sapiens OX=9606	Transcription factor p65 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	12C(57.0214), 1C(57.0214), 9C(57.0214)		
sp|Q04323|UBXN1_HUMAN	Q04323	UBXN1_HUMAN	UBXN1	297	Homo sapiens OX=9606	UBX domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0			
sp|Q04446|GLGB_HUMAN	Q04446	GLGB_HUMAN	GBE1	702	Homo sapiens OX=9606	1,4-alpha-glucan-branching enzyme 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	15C(57.0214), 1C(57.0214), 8C(57.0214)		
sp|Q04637|IF4G1_HUMAN	Q04637	IF4G1_HUMAN	EIF4G1	1599	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4 gamma 1 	1:Experimental evidence at protein level	1.0000	0.9990	22	18	22	27	22	27	     0	     0	     0	11C(57.0214), 1M(15.9949), 6C(57.0214), 9C(57.0214)		
sp|Q04724|TLE1_HUMAN	Q04724	TLE1_HUMAN	TLE1	770	Homo sapiens OX=9606	Transducin-like enhancer protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			sp|Q04725|TLE2_HUMAN, sp|Q04726|TLE3_HUMAN, sp|Q04727|TLE4_HUMAN
sp|Q04756|HGFA_HUMAN	Q04756	HGFA_HUMAN	HGFAC	655	Homo sapiens OX=9606	Hepatocyte growth factor activator 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	14C(57.0214), 4C(57.0214)		
sp|Q04760|LGUL_HUMAN	Q04760	LGUL_HUMAN	GLO1	184	Homo sapiens OX=9606	Lactoylglutathione lyase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	9	9	9	     0	     0	     0	16C(57.0214), 1C(57.0214), 4M(15.9949), 6M(15.9949)		
sp|Q04837|SSBP_HUMAN	Q04837	SSBP_HUMAN	SSBP1	148	Homo sapiens OX=9606	Single-stranded DNA-binding protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0	7M(15.9949)		
sp|Q04917|1433F_HUMAN	Q04917	1433F_HUMAN	YWHAH	246	Homo sapiens OX=9606	14-3-3 protein eta 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	15	15	15	     0	     0	     0	11M(15.9949), 15M(15.9949), 2C(57.0214), N-term(42.0106)		
sp|Q04941|PLP2_HUMAN	Q04941	PLP2_HUMAN	PLP2	152	Homo sapiens OX=9606	Proteolipid protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	10C(57.0214), 6C(57.0214)		
sp|Q05048|CSTF1_HUMAN	Q05048	CSTF1_HUMAN	CSTF1	431	Homo sapiens OX=9606	Cleavage stimulation factor subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	9	9	     0	     0	     0	1C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214)		
sp|Q05086|UBE3A_HUMAN	Q05086	UBE3A_HUMAN	UBE3A	875	Homo sapiens OX=9606	Ubiquitin-protein ligase E3A 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
